ID,method,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,featureEnvy,longParam,messageChains,longMethod,methodHistories,authors,stmtAdded,maxStmtAdded,avgStmtAdded,stmtDeleted,maxStmtDeleted,avgStmtDeleted,churn,maxChurn,avgChurn,decl,cond,elseAdded,elseDeleted,developers,ownership,entropy,buggy,APC exp coeff,APX exp base,APC poly coeff,APC poly power
3,com.puppycrawl.tools.checkstyle.checks.j2ee.AllTests:main,0,1,0,1,0.0,0,1,3,0,0.13779160380363464,0.0,0,0,0,0,0,0,0,0,1,0,2,2,6.0,3.0,3.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,false,0,0,1.0,0
3,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:testValidForWithChecker,0,4,0,0,0.0,0,3,7,0,0.29095879197120667,0.0,0,0,0,0,0,0,0,0,0,0,2,2,12.0,6.0,6.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,false,0,0,1.0,0
3,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:setAllowMissingThrowsTags,0,0,0,1,1.25,0,2,4,0,0.9552665948867798,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,true,0,0,1.0,0
3,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:testInvalidTryWithChecker,0,4,0,0,0.0,0,4,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,12.0,6.0,6.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,false,0,0,1.0,0
3,com.puppycrawl.tools.checkstyle.checks.naming.AbstractClassNameCheck:AbstractClassNameCheck,0,0,0,0,0.5,0,1,4,0,0.9768966436386108,0.33333333333333337,0,0,0,0,0,0,0,0,0,0,2,2,8.0,4.0,4.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,false,0,0,1.0,0
3,com.puppycrawl.tools.checkstyle.checks.indentation.IndentationCheckTest:testValidMethodWithChecker,0,4,0,0,0.0,0,3,7,0,0.2870762348175049,0.0,0,0,0,0,0,0,0,0,0,0,2,2,12.0,6.0,6.0,0.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,false,0,0,1.0,0
3,com.puppycrawl.tools.checkstyle.gui.JTreeTable:JTreeTable,0,17,0,1,0.0,2,4,32,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,60.0,30.0,30.0,0.0,0.0,0.0,60.0,30.0,30.0,0.0,2.0,-2.0,-2.0,0.5,0.03333333333333333,0.0,false,0,0,2.0,0
3,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck:isMissingJavadocAllowed,1,2,0,1,2.5,0,6,4,0,0.9906459450721741,0.6048147367590061,0,0,0,0,0,0,0,0,0,0,1,1,7.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,false,0,0,5.0,0
3,com.puppycrawl.tools.checkstyle.checks.coding.IllegalInstantiationCheck:processClassDef,1,3,0,1,0.6666666666666666,0,2,6,0,0.8466272354125977,0.2452557357939863,0,0,0,0,0,0,0,0,0,0,4,4,264.0,131.0,66.0,4.0,2.0,1.0,260.0,129.0,65.0,0.0,4.0,0.0,0.0,0.25,0.007575757575757576,0.014925373134328358,true,0,0,1.0,0
3,com.puppycrawl.tools.checkstyle.checks.naming.AbstractClassNameCheck:getDefaultTokens,30,0,0,0,0.5,0,2,4,0,0.9615762233734131,0.0,0,0,0,0,0,0,0,0,0,0,3,2,8.0,4.0,2.6666666666666665,0.0,0.0,0.0,8.0,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.6666666666666666,0.25,0.0,true,0,0,1.0,0
3,com.puppycrawl.tools.checkstyle.checks.design.AllTests:suite,2,1,0,0,0.0,1,4,11,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,2,2,6.0,3.0,3.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,false,0,0,1.0,0
3,com.puppycrawl.tools.checkstyle.doclets.CheckDocsDoclet:getPageName,1,5,0,1,0.4444444444444444,1,4,9,1,0.35864269733428955,0.6546536707079772,0,0,0,0,0,0,0,0,0,0,3,2,22.0,8.0,7.333333333333333,0.0,0.0,0.0,22.0,8.0,7.333333333333333,0.0,3.0,0.0,0.0,0.6666666666666666,0.09090909090909091,0.0,true,0,0,2.0,0
3,com.puppycrawl.tools.checkstyle.doclets.TokenTypesDoclet:getDestFileName,1,1,0,1,0.36363636363636365,2,4,11,2,0.5539923906326294,0.6324555320336759,0,0,0,0,0,0,0,0,0,0,2,2,22.0,11.0,11.0,0.0,0.0,0.0,22.0,11.0,11.0,0.0,2.0,0.0,0.0,0.5,0.09090909090909091,0.0,false,0.7217,1.2207,0,0
